LoanSnapshotID,DateKey,LoanID,CustomerID,ProductID,RegionID,DisbursementDate,LoanAmountKES,OutstandingKES,PARBucket,DaysOverdue,Status,CreditScore,CollectionAgentID
46,20250430,LN-00003,CUST-02756,PROD-006,REG-01,2024-01-27,28000,4043,Current,0,Active,700,
47,20250531,LN-00003,CUST-02756,PROD-006,REG-01,2024-01-27,28000,2420,Current,0,Active,700,
48,20250630,LN-00003,CUST-02756,PROD-006,REG-01,2024-01-27,28000,1011,Current,0,Active,700,
49,20250731,LN-00003,CUST-02756,PROD-006,REG-01,2024-01-27,28000,0,Current,0,Completed,700,
50,20240229,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,90094,Current,0,Active,576,
51,20240331,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,85590,Current,0,Active,576,
52,20240430,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,80610,Current,0,Active,576,
53,20240531,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,75181,Current,0,Active,576,
54,20240630,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,70524,Current,0,Active,576,
55,20240731,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,65146,Current,0,Active,576,
56,20240831,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,60370,Current,0,Active,576,
57,20240930,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,55072,Current,0,Active,576,
58,20241031,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,49706,Current,0,Active,576,
59,20241130,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,44268,Current,0,Active,576,
60,20241231,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,38757,Current,0,Active,576,
61,20250131,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,33818,Current,0,Active,576,
62,20250228,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,28607,Current,0,Active,576,
63,20250331,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,23777,Current,0,Active,576,
64,20250430,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,18449,Current,0,Active,576,
65,20250531,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,13504,Current,0,Active,576,
66,20250630,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,8479,Current,0,Active,576,
67,20250731,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,3188,Current,0,Active,576,
68,20250831,LN-00004,CUST-00914,PROD-001,REG-08,2024-02-24,95000,0,Current,0,Completed,576,
69,20251231,LN-00005,CUST-04248,PROD-002,REG-02,2025-12-09,78000,75346,1-30d,23,Active,373,AGT-C05
70,20260131,LN-00005,CUST-04248,PROD-002,REG-02,2025-12-09,78000,71181,31-60d,37,Active,366,AGT-C04
71,20260228,LN-00005,CUST-04248,PROD-002,REG-02,2025-12-09,78000,65490,1-30d,27,Active,371,AGT-C01
72,20260331,LN-00005,CUST-04248,PROD-002,REG-02,2025-12-09,78000,59746,1-30d,17,Active,376,AGT-C13
73,20260430,LN-00005,CUST-04248,PROD-002,REG-02,2025-12-09,78000,55398,1-30d,29,Active,370,AGT-C02
74,20250331,LN-00006,CUST-00108,PROD-001,REG-04,2025-03-18,95000,90333,Current,0,Active,715,
75,20250430,LN-00006,CUST-00108,PROD-001,REG-04,2025-03-18,95000,85687,Current,0,Active,715,
76,20250531,LN-00006,CUST-00108,PROD-001,REG-04,2025-03-18,95000,80444,Current,0,Active,715,
77,20250630,LN-00006,CUST-00108,PROD-001,REG-04,2025-03-18,95000,75398,Current,0,Active,715,
78,20250731,LN-00006,CUST-00108,PROD-001,REG-04,2025-03-18,95000,70454,Current,0,Active,715,
79,20250831,LN-00006,CUST-00108,PROD-001,REG-04,2025-03-18,95000,65049,Current,0,Active,715,
80,20250930,LN-00006,CUST-00108,PROD-001,REG-04,2025-03-18,95000,59794,Current,0,Active,715,
81,20251031,LN-00006,CUST-00108,PROD-001,REG-04,2025-03-18,95000,54452,Current,0,Active,715,
82,20251130,LN-00006,CUST-00108,PROD-001,REG-04,2025-03-18,95000,49093,Current,0,Active,715,
83,20251231,LN-00006,CUST-00108,PROD-001,REG-04,2025-03-18,95000,44269,Current,0,Active,715,
84,20260131,LN-00006,CUST-00108,PROD-001,REG-04,2025-03-18,95000,38862,Current,0,Active,715,
85,20260228,LN-00006,CUST-00108,PROD-001,REG-04,2025-03-18,95000,34209,Current,0,Active,715,
86,20260331,LN-00006,CUST-00108,PROD-001,REG-04,2025-03-18,95000,29256,Current,0,Active,715,
87,20260430,LN-00006,CUST-00108,PROD-001,REG-04,2025-03-18,95000,23733,Current,0,Active,715,
88,20260331,LN-00007,CUST-03533,PROD-004,REG-07,2026-03-03,45000,42715,Current,0,Active,587,
89,20260430,LN-00007,CUST-03533,PROD-004,REG-07,2026-03-03,45000,40510,Current,0,Active,587,
90,20240331,LN-00008,CUST-00176,PROD-002,REG-07,2024-03-21,78000,72299,Current,0,Active,731,
91,20240430,LN-00008,CUST-00176,PROD-002,REG-07,2024-03-21,78000,65645,Current,0,Active,731,
92,20240531,LN-00008,CUST-00176,PROD-002,REG-07,2024-03-21,78000,59198,Current,0,Active,731,
93,20240630,LN-00008,CUST-00176,PROD-002,REG-07,2024-03-21,78000,52806,Current,0,Active,731,
94,20240731,LN-00008,CUST-00176,PROD-002,REG-07,2024-03-21,78000,46203,Current,0,Active,731,
95,20240831,LN-00008,CUST-00176,PROD-002,REG-07,2024-03-21,78000,39939,Current,0,Active,731,
96,20240930,LN-00008,CUST-00176,PROD-002,REG-07,2024-03-21,78000,34071,Current,0,Active,731,
97,20241031,LN-00008,CUST-00176,PROD-002,REG-07,2024-03-21,78000,28206,Current,0,Active,731,
98,20241130,LN-00008,CUST-00176,PROD-002,REG-07,2024-03-21,78000,22432,Current,0,Active,731,
99,20241231,LN-00008,CUST-00176,PROD-002,REG-07,2024-03-21,78000,16103,Current,0,Active,731,
100,20250131,LN-00008,CUST-00176,PROD-002,REG-07,2024-03-21,78000,9287,Current,0,Active,731,
101,20250228,LN-00008,CUST-00176,PROD-002,REG-07,2024-03-21,78000,3437,Current,0,Active,731,
102,20250331,LN-00008,CUST-00176,PROD-002,REG-07,2024-03-21,78000,0,Current,0,Completed,731,
103,20241231,LN-00009,CUST-03321,PROD-002,REG-02,2024-12-29,78000,74209,Current,0,Active,573,
104,20250131,LN-00009,CUST-03321,PROD-002,REG-02,2024-12-29,78000,69900,Current,0,Active,573,
105,20250228,LN-00009,CUST-03321,PROD-002,REG-02,2024-12-29,78000,65983,Current,0,Active,573,
106,20250331,LN-00009,CUST-03321,PROD-002,REG-02,2024-12-29,78000,62070,Current,0,Active,573,
107,20250430,LN-00009,CUST-03321,PROD-002,REG-02,2024-12-29,78000,58213,Current,0,Active,573,
108,20250531,LN-00009,CUST-03321,PROD-002,REG-02,2024-12-29,78000,53786,Current,0,Active,573,
109,20250630,LN-00009,CUST-03321,PROD-002,REG-02,2024-12-29,78000,49615,Current,0,Active,573,
110,20250731,LN-00009,CUST-03321,PROD-002,REG-02,2024-12-29,78000,45698,Current,0,Active,573,
111,20250831,LN-00009,CUST-03321,PROD-002,REG-02,2024-12-29,78000,41601,Current,0,Active,573,
112,20250930,LN-00009,CUST-03321,PROD-002,REG-02,2024-12-29,78000,37552,Current,0,Active,573,
113,20251031,LN-00009,CUST-03321,PROD-002,REG-02,2024-12-29,78000,33341,Current,0,Active,573,
114,20251130,LN-00009,CUST-03321,PROD-002,REG-02,2024-12-29,78000,29035,Current,0,Active,573,
115,20251231,LN-00009,CUST-03321,PROD-002,REG-02,2024-12-29,78000,24951,Current,0,Active,573,
116,20260131,LN-00009,CUST-03321,PROD-002,REG-02,2024-12-29,78000,20933,Current,0,Active,573,
117,20260228,LN-00009,CUST-03321,PROD-002,REG-02,2024-12-29,78000,17203,Current,0,Active,573,
118,20260331,LN-00009,CUST-03321,PROD-002,REG-02,2024-12-29,78000,13486,Current,0,Active,573,
119,20260430,LN-00009,CUST-03321,PROD-002,REG-02,2024-12-29,78000,9642,Current,0,Active,573,
120,20251031,LN-00010,CUST-02751,PROD-002,REG-04,2025-10-09,78000,71348,Current,0,Active,736,
121,20251130,LN-00010,CUST-02751,PROD-002,REG-04,2025-10-09,78000,64953,Current,0,Active,736,
122,20251231,LN-00010,CUST-02751,PROD-002,REG-04,2025-10-09,78000,58531,Current,0,Active,736,
123,20260131,LN-00010,CUST-02751,PROD-002,REG-04,2025-10-09,78000,52022,Current,0,Active,736,
124,20260228,LN-00010,CUST-02751,PROD-002,REG-04,2025-10-09,78000,45235,Current,0,Active,736,
125,20260331,LN-00010,CUST-02751,PROD-002,REG-04,2025-10-09,78000,39237,Current,0,Active,736,
126,20260430,LN-00010,CUST-02751,PROD-002,REG-04,2025-10-09,78000,32836,Current,0,Active,736,
127,20250831,LN-00011,CUST-02247,PROD-001,REG-07,2025-08-10,95000,90085,Current,0,Active,588,
128,20250930,LN-00011,CUST-02247,PROD-001,REG-07,2025-08-10,95000,84722,Current,0,Active,588,
129,20251031,LN-00011,CUST-02247,PROD-001,REG-07,2025-08-10,95000,79247,Current,0,Active,588,
130,20251130,LN-00011,CUST-02247,PROD-001,REG-07,2025-08-10,95000,74150,Current,0,Active,588,
131,20251231,LN-00011,CUST-02247,PROD-001,REG-07,2025-08-10,95000,68817,Current,0,Active,588,
132,20260131,LN-00011,CUST-02247,PROD-001,REG-07,2025-08-10,95000,63731,Current,0,Active,588,
133,20260228,LN-00011,CUST-02247,PROD-001,REG-07,2025-08-10,95000,58870,Current,0,Active,588,
134,20260331,LN-00011,CUST-02247,PROD-001,REG-07,2025-08-10,95000,53632,Current,0,Active,588,
135,20260430,LN-00011,CUST-02247,PROD-001,REG-07,2025-08-10,95000,48916,Current,0,Active,588,
136,20250531,LN-00012,CUST-03216,PROD-001,REG-04,2025-05-05,95000,86817,Current,0,Active,576,
137,20250630,LN-00012,CUST-03216,PROD-001,REG-04,2025-05-05,95000,79091,Current,0,Active,576,
138,20250731,LN-00012,CUST-03216,PROD-001,REG-04,2025-05-05,95000,71554,Current,0,Active,576,
139,20250831,LN-00012,CUST-03216,PROD-001,REG-04,2025-05-05,95000,63618,Current,0,Active,576,
140,20250930,LN-00012,CUST-03216,PROD-001,REG-04,2025-05-05,95000,56685,Current,0,Active,576,
141,20251031,LN-00012,CUST-03216,PROD-001,REG-04,2025-05-05,95000,49760,Current,0,Active,576,
142,20251130,LN-00012,CUST-03216,PROD-001,REG-04,2025-05-05,95000,41698,Current,0,Active,576,
143,20251231,LN-00012,CUST-03216,PROD-001,REG-04,2025-05-05,95000,34791,Current,0,Active,576,
144,20260131,LN-00012,CUST-03216,PROD-001,REG-04,2025-05-05,95000,27566,Current,0,Active,576,
145,20260228,LN-00012,CUST-03216,PROD-001,REG-04,2025-05-05,95000,19481,Current,0,Active,576,
146,20260331,LN-00012,CUST-03216,PROD-001,REG-04,2025-05-05,95000,11869,Current,0,Active,576,
147,20260430,LN-00012,CUST-03216,PROD-001,REG-04,2025-05-05,95000,3967,Current,0,Active,576,
148,20241231,LN-00014,CUST-02870,PROD-001,REG-07,2024-12-01,95000,91345,Current,0,Active,740,
149,20250131,LN-00014,CUST-02870,PROD-001,REG-07,2024-12-01,95000,87920,Current,0,Active,740,
150,20250228,LN-00014,CUST-02870,PROD-001,REG-07,2024-12-01,95000,84116,Current,0,Active,740,
151,20250331,LN-00014,CUST-02870,PROD-001,REG-07,2024-12-01,95000,80296,Current,0,Active,740,
152,20250430,LN-00014,CUST-02870,PROD-001,REG-07,2024-12-01,95000,76816,Current,0,Active,740,
153,20250531,LN-00014,CUST-02870,PROD-001,REG-07,2024-12-01,95000,73257,Current,0,Active,740,
154,20250630,LN-00014,CUST-02870,PROD-001,REG-07,2024-12-01,95000,69720,Current,0,Active,740,
155,20250731,LN-00014,CUST-02870,PROD-001,REG-07,2024-12-01,95000,65940,Current,0,Active,740,
156,20250831,LN-00014,CUST-02870,PROD-001,REG-07,2024-12-01,95000,62189,Current,0,Active,740,
157,20250930,LN-00014,CUST-02870,PROD-001,REG-07,2024-12-01,95000,58611,Current,0,Active,740,
158,20251031,LN-00014,CUST-02870,PROD-001,REG-07,2024-12-01,95000,54723,Current,0,Active,740,
159,20251130,LN-00014,CUST-02870,PROD-001,REG-07,2024-12-01,95000,51122,Current,0,Active,740,
160,20251231,LN-00014,CUST-02870,PROD-001,REG-07,2024-12-01,95000,47440,Current,0,Active,740,
161,20260131,LN-00014,CUST-02870,PROD-001,REG-07,2024-12-01,95000,44009,Current,0,Active,740,
162,20260228,LN-00014,CUST-02870,PROD-001,REG-07,2024-12-01,95000,39868,Current,0,Active,740,
163,20260331,LN-00014,CUST-02870,PROD-001,REG-07,2024-12-01,95000,36100,Current,0,Active,740,
164,20260430,LN-00014,CUST-02870,PROD-001,REG-07,2024-12-01,95000,32672,Current,0,Active,740,
165,20240131,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,26503,Current,0,Active,664,
166,20240229,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,24890,Current,0,Active,664,
167,20240331,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,23403,Current,0,Active,664,
168,20240430,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,21838,Current,0,Active,664,
169,20240531,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,20316,Current,0,Active,664,
170,20240630,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,18993,Current,0,Active,664,
171,20240731,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,17514,Current,0,Active,664,
172,20240831,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,15978,Current,0,Active,664,
173,20240930,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,14641,Current,0,Active,664,
174,20241031,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,13228,Current,0,Active,664,
175,20241130,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,11693,Current,0,Active,664,
176,20241231,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,10104,Current,0,Active,664,
177,20250131,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,8757,Current,0,Active,664,
178,20250228,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,7308,Current,0,Active,664,
179,20250331,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,5701,Current,0,Active,664,
180,20250430,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,4285,Current,0,Active,664,
181,20250531,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,2818,Current,0,Active,664,
182,20250630,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,1273,Current,0,Active,664,
183,20250731,LN-00015,CUST-02475,PROD-006,REG-07,2024-01-27,28000,0,Current,0,Completed,664,
184,20230430,LN-00016,CUST-01337,PROD-005,REG-06,2023-04-21,15000,13705,Current,0,Active,714,
185,20230531,LN-00016,CUST-01337,PROD-005,REG-06,2023-04-21,15000,12413,Current,0,Active,714,
186,20230630,LN-00016,CUST-01337,PROD-005,REG-06,2023-04-21,15000,11188,Current,0,Active,714,
187,20230731,LN-00016,CUST-01337,PROD-005,REG-06,2023-04-21,15000,10109,Current,0,Active,714,
188,20230831,LN-00016,CUST-01337,PROD-005,REG-06,2023-04-21,15000,8940,Current,0,Active,714,
189,20230930,LN-00016,CUST-01337,PROD-005,REG-06,2023-04-21,15000,7771,Current,0,Active,714,
190,20231031,LN-00016,CUST-01337,PROD-005,REG-06,2023-04-21,15000,6610,Current,0,Active,714,
191,20231130,LN-00016,CUST-01337,PROD-005,REG-06,2023-04-21,15000,5459,Current,0,Active,714,
192,20231231,LN-00016,CUST-01337,PROD-005,REG-06,2023-04-21,15000,4262,Current,0,Active,714,
193,20240131,LN-00016,CUST-01337,PROD-005,REG-06,2023-04-21,15000,3161,Current,0,Active,714,
194,20240229,LN-00016,CUST-01337,PROD-005,REG-06,2023-04-21,15000,1873,Current,0,Active,714,
195,20240331,LN-00016,CUST-01337,PROD-005,REG-06,2023-04-21,15000,608,Current,0,Active,714,
196,20240430,LN-00016,CUST-01337,PROD-005,REG-06,2023-04-21,15000,0,Current,0,Completed,714,
197,20240630,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,91158,Current,0,Active,630,
198,20240731,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,87014,Current,0,Active,630,
199,20240831,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,82923,Current,0,Active,630,
200,20240930,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,79334,Current,0,Active,630,
201,20241031,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,75954,Current,0,Active,630,
202,20241130,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,72025,Current,0,Active,630,
203,20241231,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,67893,Current,0,Active,630,
204,20250131,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,64413,Current,0,Active,630,
205,20250228,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,61043,Current,0,Active,630,
206,20250331,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,57166,Current,0,Active,630,
207,20250430,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,53021,Current,0,Active,630,
208,20250531,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,48921,Current,0,Active,630,
209,20250630,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,44983,Current,0,Active,630,
210,20250731,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,40921,Current,0,Active,630,
211,20250831,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,37540,Current,0,Active,630,
212,20250930,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,33689,Current,0,Active,630,
213,20251031,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,30303,Current,0,Active,630,
214,20251130,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,26364,Current,0,Active,630,
215,20251231,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,22583,Current,0,Active,630,
216,20260131,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,18497,Current,0,Active,630,
217,20260228,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,14914,Current,0,Active,630,
218,20260331,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,11512,Current,0,Active,630,
219,20260430,LN-00017,CUST-04067,PROD-001,REG-01,2024-06-04,95000,8118,Current,0,Active,630,
220,20240531,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,14192,Current,0,Active,586,
221,20240630,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,13387,Current,0,Active,586,
222,20240731,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,12592,Current,0,Active,586,
223,20240831,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,11785,Current,0,Active,586,
224,20240930,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,11048,Current,0,Active,586,
225,20241031,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,10318,Current,0,Active,586,
226,20241130,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,9569,Current,0,Active,586,
227,20241231,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,8736,Current,0,Active,586,
228,20250131,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,7958,Current,0,Active,586,
229,20250228,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,7134,Current,0,Active,586,
230,20250331,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,6334,Current,0,Active,586,
231,20250430,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,5561,Current,0,Active,586,
232,20250531,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,4782,Current,0,Active,586,
233,20250630,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,3946,Current,0,Active,586,
234,20250731,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,3179,Current,0,Active,586,
235,20250831,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,2409,Current,0,Active,586,
236,20250930,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,1566,Current,0,Active,586,
237,20251031,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,769,Current,0,Active,586,
238,20251130,LN-00018,CUST-03052,PROD-005,REG-02,2024-05-04,15000,0,Current,0,Completed,586,
239,20231031,LN-00019,CUST-03839,PROD-001,REG-07,2023-10-08,95000,91158,Current,0,Active,599,
240,20231130,LN-00019,CUST-03839,PROD-001,REG-07,2023-10-08,95000,87045,Current,0,Active,599,
241,20231231,LN-00019,CUST-03839,PROD-001,REG-07,2023-10-08,95000,83214,Current,0,Active,599,
242,20240131,LN-00019,CUST-03839,PROD-001,REG-07,2023-10-08,95000,79379,Current,0,Active,599,
243,20240229,LN-00019,CUST-03839,PROD-001,REG-07,2023-10-08,95000,75689,Current,0,Active,599,
244,20240331,LN-00019,CUST-03839,PROD-001,REG-07,2023-10-08,95000,71862,Current,0,Active,599,
245,20240430,LN-00019,CUST-03839,PROD-001,REG-07,2023-10-08,95000,68356,Current,0,Active,599,
246,20240531,LN-00019,CUST-03839,PROD-001,REG-07,2023-10-08,95000,64496,Current,0,Active,599,
247,20240630,LN-00019,CUST-03839,PROD-001,REG-07,2023-10-08,95000,60582,Current,0,Active,599,
248,20240731,LN-00019,CUST-03839,PROD-001,REG-07,2023-10-08,95000,56702,Current,0,Active,599,
249,20240831,LN-00019,CUST-03839,PROD-001,REG-07,2023-10-08,95000,52737,Current,0,Active,599,
250,20240930,LN-00019,CUST-03839,PROD-001,REG-07,2023-10-08,95000,48863,Current,0,Active,599,
251,20241031,LN-00019,CUST-03839,PROD-001,REG-07,2023-10-08,95000,45117,Current,0,Active,599,
252,20241130,LN-00019,CUST-03839,PROD-001,REG-07,2023-10-08,95000,41354,Current,0,Active,599,
253,20241231,LN-00019,CUST-03839,PROD-001,REG-07,2023-10-08,95000,37584,Current,0,Active,599,
254,20250131,LN-00019,CUST-03839,PROD-001,REG-07,2023-10-08,95000,34219,Current,0,Active,599,
255,20250228,LN-00019,CUST-03839,PROD-001,REG-07,2023-10-08,95000,30314,Current,0,Active,599,
